task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07630274130681496}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08781394990481367}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.02507751396545216}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 0.9764587141370501, ""bias_coordinate"": -0.04539421924590596}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.04447125528500389, ""bias_coordinate"": 0.0025945755713595873}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.08084843621216797, ""bias_coordinate"": -0.0012060557791616763}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 0.7287759681095121, ""bias_coordinate"": -0.029111047571332267}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08781394990481367}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.02507751396545216}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.5633413163284098, ""bias_coordinate"": -0.08832900391792801}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 1.290214931237358, ""bias_coordinate"": 0.02703331627502138}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 1.4528666687858607, ""bias_coordinate"": -0.0267044846207034}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.4963806172071281, ""bias_coordinate"": -0.08939091344535485}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 1.5963701117751592, ""bias_coordinate"": -0.03649352707641511}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 1.3907016057687682, ""bias_coordinate"": -0.0028563011007018044}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.8001031027914849, ""bias_coordinate"": -0.10953500288883941}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 2.2530260587820607, ""bias_coordinate"": -0.08252769318151429}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 2.1466437302666, ""bias_coordinate"": 0.010574623198282666}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.0101060794101746, ""bias_coordinate"": -0.02855777608252786}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.032610354561844426, ""bias_coordinate"": 0.0017082580818043587}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.07396248385163343, ""bias_coordinate"": -0.00039777923567207833}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.07630274130681496}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.0588440908627069, ""bias_coordinate"": 0.0036561589328041755}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.10189106336754168, ""bias_coordinate"": -0.0011597144114881349}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.2671589165151087, ""bias_coordinate"": -0.05557097821760009}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.05241857891673122, ""bias_coordinate"": 0.0011835450907122158}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.08653993892970609, ""bias_coordinate"": 0.00027351736849220895}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.101109888381755, ""bias_coordinate"": -0.03644159854715235}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.03790432901456889, ""bias_coordinate"": -0.00015026044740813313}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.06822184649771097, ""bias_coordinate"": -0.00016826208528371715}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07630274130681496, ""nrmse"": 1.048002707286315, ""bias_coordinate"": -0.024121108460191346}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08781394990481367, ""nrmse"": 0.06288097862103273, ""bias_coordinate"": 0.0038121842398683515}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.02507751396545216, ""nrmse"": 0.0716696033502835, ""bias_coordinate"": -0.0004840022729199457}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.9486597663768614, ""bias_coordinate"": 0.1121738287725987}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.12274476257108696, ""bias_coordinate"": -0.004102912296565283}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.1198804892372344, ""bias_coordinate"": -0.0011315205349448102}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,EEG_only,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8509937309950926, ""bias_coordinate"": 0.03450761773703648}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,fNIRS_only,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.13437616289169343, ""bias_coordinate"": -0.004642385146803437}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.13021980933870625, ""bias_coordinate"": -0.0015209411076856402}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.9300643555764228, ""bias_coordinate"": 0.1084473641731831}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.11736048606565937, ""bias_coordinate"": -0.003968705983859191}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.11375569089204116, ""bias_coordinate"": -0.0010924240988303552}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8842586221601905, ""bias_coordinate"": 0.03593399468072253}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8565303534166634, ""bias_coordinate"": 0.023358612205414797}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.0318535801729847, ""bias_coordinate"": -0.03676696379696682}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.898778747503897, ""bias_coordinate"": -0.0018951642951712483}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.806324646894823, ""bias_coordinate"": 0.06276460432468826}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.1974559133291007, ""bias_coordinate"": 0.0335005223591075}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 1.577682949312507, ""bias_coordinate"": -0.018306710241580346}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.0824965327097817, ""bias_coordinate"": 0.03666856288566054}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.0862820971321014, ""bias_coordinate"": 0.0074941537917025906}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 1.2944253372717427, ""bias_coordinate"": -0.006891437672168136}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.973439586253293, ""bias_coordinate"": 0.1132254305759701}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.11649459737812669, ""bias_coordinate"": -0.0036299955577513998}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.13373873916427173, ""bias_coordinate"": -0.00119647440952354}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.12752295481905845, ""bias_coordinate"": -0.004163137796591738}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.1421822357711454, ""bias_coordinate"": -0.001610684743075574}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.6188665623944303, ""bias_coordinate"": 0.08343989344561747}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.0788882304915864, ""bias_coordinate"": -0.0007410588145318133}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.13281649933895218, ""bias_coordinate"": 1.7923721549982646e-05}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 2.025691651063282, ""bias_coordinate"": 0.11303345959345608}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.10363073801602629, ""bias_coordinate"": -0.002974737161143044}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.13759393637554665, ""bias_coordinate"": -0.0007017353631701078}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 2.1600500514119343, ""bias_coordinate"": 0.12239557598127714}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.07739632813053461, ""bias_coordinate"": -0.0014846444274075226}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.15191196735679552, ""bias_coordinate"": -0.001792186709054688}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.4358984868749467, ""bias_coordinate"": 0.07632707183905982}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.17017738850800826, ""bias_coordinate"": -0.005697028914180655}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.17388649211398288, ""bias_coordinate"": -0.0020621674101423283}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,EEG_only,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8509937309950926, ""bias_coordinate"": 0.03450761773703648}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,fNIRS_only,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.1707175489708002, ""bias_coordinate"": -0.0057738259955333465}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.18090867692780638, ""bias_coordinate"": -0.0023109757419807198}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.3380738325359174, ""bias_coordinate"": 0.0686770308121917}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.16258550201023353, ""bias_coordinate"": -0.005433636852500732}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.17266987640984263, ""bias_coordinate"": -0.0020781973264347308}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8842586221601905, ""bias_coordinate"": 0.03593399468072253}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06297940019507114}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017689988370113898}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8371839846922693, ""bias_coordinate"": 0.021804907735664528}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.0106567415946632, ""bias_coordinate"": -0.035108696080597676}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.9021474954954949, ""bias_coordinate"": -0.002035291447724589}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.2550030811948611, ""bias_coordinate"": 0.04090935233281022}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.2721123996546169, ""bias_coordinate"": 0.039089244078628495}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 1.7432366290074968, ""bias_coordinate"": -0.021343635099203093}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 0.8774447341075188, ""bias_coordinate"": 0.026642018761166623}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 1.092616785106716, ""bias_coordinate"": 0.007357169165990801}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 1.314910417164193, ""bias_coordinate"": -0.0035897620958593125}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.4500881543064823, ""bias_coordinate"": 0.07710227394902679}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.16754533411801, ""bias_coordinate"": -0.005208774599677783}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.2026078717459806, ""bias_coordinate"": -0.0021267105969312696}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.06846761165026224}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.16946436226682107, ""bias_coordinate"": -0.0054617770728273545}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.1977004041075772, ""bias_coordinate"": -0.002339398200313544}}"
