task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.4217609899685539, ""bias_coordinate"": -0.010662927719276781}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.0824690519160439, ""bias_coordinate"": -0.0003713054894193949}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.09903175991219902, ""bias_coordinate"": -0.000611771144422935}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_own,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.9187421541623301, ""bias_coordinate"": -0.0508601162853437}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_template,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 1.0931549108007395, ""bias_coordinate"": -0.03616602564546662}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 1.8123611821945966, ""bias_coordinate"": -0.07438777025797728}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 1.6290193878896453, ""bias_coordinate"": 0.017014994483119283}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_pairing,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 1.0650193563090087, ""bias_coordinate"": 0.004056275983128537}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 2.170635245529904, ""bias_coordinate"": -0.10290888622208637}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 2.2520770050215684, ""bias_coordinate"": 0.03236675953171572}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_shift,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 1.005812674256482, ""bias_coordinate"": 0.0016938204878315178}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 1.160735107559241, ""bias_coordinate"": -0.03772528770306385}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 1.3047109902127454, ""bias_coordinate"": 0.016491287923523133}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.41952127763776675, ""bias_coordinate"": -0.010750949733427616}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.07871869021080607, ""bias_coordinate"": -0.0017882046057198018}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.0995503818174439, ""bias_coordinate"": 0.00013866894612431726}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_own,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.09641586306477277, ""bias_coordinate"": -0.0027002452624684376}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.1386065099958402, ""bias_coordinate"": -6.993387802337103e-05}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_template,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.7588769352698846, ""bias_coordinate"": -0.01848657091620005}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.17266142184035668, ""bias_coordinate"": -0.005771001733442397}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.2832705195508288, ""bias_coordinate"": 0.003357674700471435}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_pairing,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.6040035764366259, ""bias_coordinate"": -0.007995340763834187}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.13576896584021148, ""bias_coordinate"": -0.004977603106605478}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.13479579825303734, ""bias_coordinate"": 0.0005621654853352738}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_shift,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.673142073264254, ""bias_coordinate"": -0.0003111168287821792}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.0938525391289609, ""bias_coordinate"": -0.0032252918283842253}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.1406723600581642, ""bias_coordinate"": 0.0007732511874727784}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,full,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.4500898388262651, ""bias_coordinate"": -0.01542524083772839}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.09581619455900732, ""bias_coordinate"": -0.0008979347623724709}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.10320500795454543, ""bias_coordinate"": -6.849922895356147e-05}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,EEG_only,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.8580867035381163, ""bias_coordinate"": -0.0470177892873215}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,fNIRS_only,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.10596562712800014, ""bias_coordinate"": -0.0018507007826809732}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.1105303737382864, ""bias_coordinate"": -6.591909211191036e-05}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,all_missing,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_EEG,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.45855162371232266, ""bias_coordinate"": -0.016710297274927084}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.09640550997791104, ""bias_coordinate"": -0.0010187499741997218}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.10062485564572862, ""bias_coordinate"": -3.673721935822057e-05}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_own,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.9187421541604686, ""bias_coordinate"": -0.05086011628514265}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05700808875696047}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.017539578300154818}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_template,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 1.0010516209369662, ""bias_coordinate"": -0.03740831921057981}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 1.8235849356057636, ""bias_coordinate"": -0.07498249167083379}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 1.6790730405154366, ""bias_coordinate"": 0.017685965535769933}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_pairing,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.9342608499992682, ""bias_coordinate"": -0.0030002114631832205}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 2.1796847758603506, ""bias_coordinate"": -0.10345248115995367}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 2.237484622318381, ""bias_coordinate"": 0.03223010584034462}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_EEG_shift,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.8358028043609751, ""bias_coordinate"": -0.00459023795213199}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 1.1828977449751967, ""bias_coordinate"": -0.039192445971262764}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 1.296817409942015, ""bias_coordinate"": 0.016810863800207677}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.45506696094009297, ""bias_coordinate"": -0.016643149230355814}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.09083492736038172, ""bias_coordinate"": -0.002436703772129965}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.10250370900957462, ""bias_coordinate"": 0.000791992002145141}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_own,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08097195723633785}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.10529018133539052, ""bias_coordinate"": -0.0031834710062982902}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.12604301960940456, ""bias_coordinate"": 0.0007135283255269933}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_template,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.9078144459570804, ""bias_coordinate"": -0.020485491989549378}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.1709638253078417, ""bias_coordinate"": -0.005981638997344026}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.2920083687890256, ""bias_coordinate"": 0.003331949286990171}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_pairing,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.6615550142281563, ""bias_coordinate"": -0.009582743658560709}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.14924361180229764, ""bias_coordinate"": -0.005440648856612836}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.1501856892551992, ""bias_coordinate"": 0.0014646965023233072}}"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,S4_synthetic,nonlinear_student_t,native_feature,center_fNIRS_shift,O2,,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08097195723633785, ""nrmse"": 0.7465787221849929, ""bias_coordinate"": 0.0002555096736338506}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05700808875696047, ""nrmse"": 0.10456429744773318, ""bias_coordinate"": -0.0038217793344352802}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017539578300154818, ""nrmse"": 0.15167986833281394, ""bias_coordinate"": 0.0015228807443167802}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__4__oracle,S4_synthetic,nonlinear_student_t,native_feature,full,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07876919096572098, ""nrmse"": 0.49065970287981897, ""bias_coordinate"": 0.001996302320608045}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.08863909637524783, ""nrmse"": 0.032815305064786464, ""bias_coordinate"": -0.0003977182515912094}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.027944270248128664, ""nrmse"": 0.09435137575307274, ""bias_coordinate"": 0.001960707438617572}}"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__4__oracle,S4_synthetic,nonlinear_student_t,native_feature,EEG_only,O2,,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}",0,synthetic__process__student_t__0/session_01/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.07876919096572098, ""nrmse"": 0.5557321392410912, ""bias_coordinate"": 0.005739646989888608}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.08863909637524783}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.027944270248128664}}"
