task_id,family,solver,fit_calls_lower_bound,optimizer_starts,optimizer_evaluations,interrupted_call_possible,reused_task,elapsed_seconds,peak_rss_bytes
v3_inner__S3_synthetic__synthetic__gain__gw_high__1__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,1029,False,,83.84461002802709,705458176
v3_inner__S3_synthetic__synthetic__gain__gw_high__1__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,677,False,,55.66507790097967,863010816
v3_inner__S3_synthetic__synthetic__gain__gw_high__1__0__O2__gain_2__0,S3_synthetic,O2,12,24,228,False,,21.395435534010176,695595008
v3_inner__S3_synthetic__synthetic__gain__gw_high__1__0__O2__gain_2__1,S3_synthetic,O2,12,24,256,False,,22.800724484957755,694435840
v3_inner__S3_synthetic__synthetic__gain__gw_high__1__0__O2__gain_2__2,S3_synthetic,O2,12,24,244,False,,21.791050346044358,696111104
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__baseline__0,S3_synthetic,O2,12,24,288,False,,24.77842523099389,1102057472
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__baseline__1,S3_synthetic,O2,12,24,276,False,,24.47745839197887,695590912
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__baseline__2,S3_synthetic,O2,12,24,291,False,,25.40647617104696,1099665408
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,346,False,,30.125480688002426,698265600
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,312,False,,26.659852324984968,699936768
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,403,False,,34.3077410919941,698769408
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,248,False,,22.82957462297054,701624320
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,240,False,,21.007684557989705,702832640
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,340,False,,29.74419991200557,699355136
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,574,False,,47.94456407398684,695595008
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,501,False,,40.86306176200742,696602624
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,1891,False,,138.4772587000043,694464512
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_2__0,S3_synthetic,O2,12,24,232,False,,20.500239864981268,1102057472
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_2__1,S3_synthetic,O2,12,24,216,False,,19.711454364995006,695590912
v3_inner__S3_synthetic__synthetic__gain__gw_high__2__0__O2__gain_2__2,S3_synthetic,O2,12,24,284,False,,24.903911176952533,1099665408
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__baseline__0,S3_synthetic,O2,12,24,280,False,,24.27324277703883,700137472
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__baseline__1,S3_synthetic,O2,12,24,280,False,,24.062818222970236,703029248
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__baseline__2,S3_synthetic,O2,12,24,260,False,,23.871673517045565,703012864
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,409,False,,35.09756516100606,698265600
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,320,False,,28.45692629000405,1103720448
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,304,False,,27.348145522992127,698769408
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,252,False,,22.908394422964193,699895808
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,256,False,,22.246336433978286,1102057472
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,244,False,,21.95849107299,695590912
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,881,False,,69.994222688023,863010816
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,546,False,,44.558439362968784,1099665408
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,466,False,,39.93042443698505,703741952
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_2__0,S3_synthetic,O2,12,24,240,False,,21.1690017899964,700137472
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_2__1,S3_synthetic,O2,12,24,228,False,,20.106735435023438,703029248
v3_inner__S3_synthetic__synthetic__gain__gw_high__3__0__O2__gain_2__2,S3_synthetic,O2,12,24,220,False,,20.82855567400111,703012864
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__baseline__0,S3_synthetic,O2,12,24,258,False,,22.832075969025027,697032704
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__baseline__1,S3_synthetic,O2,12,24,248,False,,22.993973203003407,695951360
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__baseline__2,S3_synthetic,O2,12,24,252,False,,22.905305525986478,1103720448
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,298,False,,26.633323813963216,700538880
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,288,False,,24.655951473978348,1102057472
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,288,False,,25.178275441052392,695590912
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,224,False,,20.883517423993908,698769408
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,222,False,,20.475408447964583,698265600
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,220,False,,20.622929144999944,705458176
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,420,False,,34.24415847903583,703598592
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,426,False,,34.903675579989795,700735488
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,448,False,,38.70566818700172,703012864
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_2__0,S3_synthetic,O2,12,24,220,False,,19.87288844201248,697032704
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_2__1,S3_synthetic,O2,12,24,216,False,,20.3183188100229,695951360
v3_inner__S3_synthetic__synthetic__gain__student_t__0__0__O2__gain_2__2,S3_synthetic,O2,12,24,216,False,,19.969143444031943,1103720448
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__baseline__0,S3_synthetic,O2,12,24,244,False,,22.43593888898613,698769408
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__baseline__1,S3_synthetic,O2,12,24,256,False,,23.15505983598996,698265600
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__baseline__2,S3_synthetic,O2,12,24,248,False,,21.60861269297311,1102057472
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,256,False,,23.35241514601512,701898752
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,268,False,,24.42918792902492,705458176
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,276,False,,24.299760104040615,695590912
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,214,False,,20.39236500498373,703741952
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,224,False,,20.143958259024657,1099665408
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,232,False,,20.810104742995463,697831424
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,344,False,,30.641031350998674,696315904
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,338,False,,29.490647364989854,1103720448
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,412,False,,33.56371828401461,704036864
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_2__0,S3_synthetic,O2,12,24,204,False,,18.276796904974617,1102057472
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_2__1,S3_synthetic,O2,12,24,224,False,,19.95745134097524,701173760
v3_inner__S3_synthetic__synthetic__gain__student_t__1__0__O2__gain_2__2,S3_synthetic,O2,12,24,224,False,,20.86834310501581,698769408
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__baseline__0,S3_synthetic,O2,12,24,248,False,,22.56231538200518,698265600
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__baseline__1,S3_synthetic,O2,12,24,240,False,,21.915421756973956,701898752
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__baseline__2,S3_synthetic,O2,12,24,256,False,,23.857098358974326,703741952
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,276,False,,24.5236310660257,863010816
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,272,False,,24.853486164996866,705458176
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,303,False,,27.17253450199496,703012864
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,224,False,,20.193106382968836,695590912
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,216,False,,19.471621666976716,1099665408
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,232,False,,20.79554859601194,698318848
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,364,False,,30.09599751699716,1102057472
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,323,False,,27.213674678001553,701607936
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,552,False,,46.13741002895404,698769408
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_2__0,S3_synthetic,O2,12,24,224,False,,20.569249608030077,698265600
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_2__1,S3_synthetic,O2,12,24,216,False,,19.98297916800948,1103720448
v3_inner__S3_synthetic__synthetic__gain__student_t__2__0__O2__gain_2__2,S3_synthetic,O2,12,24,224,False,,20.658420252031647,702160896
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__baseline__0,S3_synthetic,O2,12,24,224,False,,20.940491431043483,697262080
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__baseline__1,S3_synthetic,O2,12,24,250,False,,22.335446213022806,695795712
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__baseline__2,S3_synthetic,O2,12,24,252,False,,22.42825932201231,1099665408
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,266,False,,24.574028176022694,703741952
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,280,False,,24.905558517028112,863010816
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,332,False,,29.358330006012693,705458176
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,224,False,,19.792306674993597,704475136
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,220,False,,19.83059311902616,698757120
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,248,False,,23.024813005002216,703012864
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,368,False,,31.75764365005307,698392576
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,433,False,,36.61971909401473,1103720448
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,607,False,,50.98170060099801,702599168
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_2__0,S3_synthetic,O2,12,24,224,False,,21.006800799048506,697262080
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_2__1,S3_synthetic,O2,12,24,216,False,,19.502889268973377,695169024
v3_inner__S3_synthetic__synthetic__gain__student_t__3__0__O2__gain_2__2,S3_synthetic,O2,12,24,240,False,,21.128358807007316,702218240
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__baseline__0,S3_synthetic,O2,12,24,284,False,,25.101009186997544,696401920
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__baseline__1,S3_synthetic,O2,12,24,256,False,,22.220667474961374,1102057472
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__baseline__2,S3_synthetic,O2,12,24,256,False,,22.894278129038867,1099665408
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,332,False,,29.8400433610077,703741952
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,288,False,,24.629668537992984,705101824
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,288,False,,25.00910433201352,699338752
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,256,False,,23.155909627035726,863010816
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,232,False,,21.818640357989352,703033344
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,232,False,,21.469734031998087,705458176
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,502,False,,40.98647039302159,695607296
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,382,False,,33.56770693103317,697708544
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,345,False,,30.459742975013796,698769408
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_2__0,S3_synthetic,O2,12,24,238,False,,20.992768052965403,702418944
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_2__1,S3_synthetic,O2,12,24,216,False,,19.15829728799872,1102057472
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__gain_2__2,S3_synthetic,O2,12,24,212,False,,19.586900750000495,1099665408
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__baseline__0,S3_synthetic,O2,12,24,272,False,,24.244509001960978,696627200
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__baseline__1,S3_synthetic,O2,12,24,280,False,,25.373942096019164,698753024
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__baseline__2,S3_synthetic,O2,12,24,288,False,,24.703870163997635,705101824
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,308,False,,27.41330521396594,863010816
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,322,False,,27.533520965022035,699363328
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,346,False,,31.158076590974815,703033344
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,248,False,,22.89447741303593,705736704
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,264,False,,24.24773630697746,703741952
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,246,False,,22.42689658299787,1103720448
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,421,False,,34.1919939009822,702922752
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,486,False,,39.07512715301709,1102057472
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,638,False,,52.11599767400185,1099665408
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_2__0,S3_synthetic,O2,12,24,224,False,,20.914580836950336,703037440
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_2__1,S3_synthetic,O2,12,24,240,False,,21.81184017698979,696647680
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__gain_2__2,S3_synthetic,O2,12,24,240,False,,22.189024206949398,698769408
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__baseline__0,S3_synthetic,O2,12,24,272,False,,24.908691689022817,698327040
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__baseline__1,S3_synthetic,O2,12,24,260,False,,22.48470037401421,705101824
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__baseline__2,S3_synthetic,O2,12,24,300,False,,26.53465619200142,699269120
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p75__0,S3_synthetic,O2,12,24,304,False,,27.32139392400859,705761280
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p75__1,S3_synthetic,O2,12,24,304,False,,26.93751646898454,1103720448
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p75__2,S3_synthetic,O2,12,24,382,False,,32.43160623096628,863010816
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_1p5__0,S3_synthetic,O2,12,24,240,False,,21.312952941982076,700067840
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_1p5__1,S3_synthetic,O2,12,24,244,False,,22.447438208037056,704241664
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_1p5__2,S3_synthetic,O2,12,24,324,False,,27.900846177944914,696168448
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p5__0,S3_synthetic,O2,12,24,522,False,,44.86916269699577,704114688
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p5__1,S3_synthetic,O2,12,24,426,False,,36.91875339800026,703623168
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_0p5__2,S3_synthetic,O2,12,24,1172,False,,86.90449693700066,697696256
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_2__0,S3_synthetic,O2,12,24,232,False,,21.466032920987345,698994688
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_2__1,S3_synthetic,O2,12,24,230,False,,20.315010321966838,703361024
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__gain_2__2,S3_synthetic,O2,12,24,340,False,,28.60037195496261,705101824
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__baseline__0,S3_synthetic,O2,12,24,260,False,,24.028150191996247,698327040
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__baseline__1,S3_synthetic,O2,12,24,272,False,,23.862684269959573,700506112
v3_inner__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__baseline__2,S3_synthetic,O2,12,24,252,False,,23.389311013976112,704679936
